priceid,Country ID,Country,Operator,Operator ID,Product,Product Currency,cust_currency,wholesale_price,Local Amount Received
9155,661,Afghanistan,Afghan Wireless Afghanistan,1871,25,AFN,USD,0.41,AFN 22.50
9156,661,Afghanistan,Afghan Wireless Afghanistan,1871,30,AFN,USD,0.49,AFN 27.00
9157,661,Afghanistan,Afghan Wireless Afghanistan,1871,35,AFN,USD,0.56,AFN 31.50
9158,661,Afghanistan,Afghan Wireless Afghanistan,1871,40,AFN,USD,0.64,AFN 36.00
9159,661,Afghanistan,Afghan Wireless Afghanistan,1871,45,AFN,USD,0.72,AFN 40.50
9101,661,Afghanistan,Afghan Wireless Afghanistan,1871,50,AFN,USD,0.79,AFN 45.00
9100,661,Afghanistan,Afghan Wireless Afghanistan,1871,55,AFN,USD,0.87,AFN 49.50
9102,661,Afghanistan,Afghan Wireless Afghanistan,1871,60,AFN,USD,0.95,AFN 54.00
9160,661,Afghanistan,Afghan Wireless Afghanistan,1871,65,AFN,USD,1.02,AFN 58.50
9103,661,Afghanistan,Afghan Wireless Afghanistan,1871,70,AFN,USD,1.1,AFN 63.00
9161,661,Afghanistan,Afghan Wireless Afghanistan,1871,75,AFN,USD,1.18,AFN 67.50
9104,661,Afghanistan,Afghan Wireless Afghanistan,1871,80,AFN,USD,1.26,AFN 72.00
9162,661,Afghanistan,Afghan Wireless Afghanistan,1871,85,AFN,USD,1.33,AFN 76.50
9105,661,Afghanistan,Afghan Wireless Afghanistan,1871,90,AFN,USD,1.41,AFN 81.00
9163,661,Afghanistan,Afghan Wireless Afghanistan,1871,95,AFN,USD,1.49,AFN 85.50
9106,661,Afghanistan,Afghan Wireless Afghanistan,1871,100,AFN,USD,1.56,AFN 90.00
9164,661,Afghanistan,Afghan Wireless Afghanistan,1871,105,AFN,USD,1.64,AFN 94.50
9165,661,Afghanistan,Afghan Wireless Afghanistan,1871,110,AFN,USD,1.72,AFN 99.00
9166,661,Afghanistan,Afghan Wireless Afghanistan,1871,115,AFN,USD,1.8,AFN 103.50
9167,661,Afghanistan,Afghan Wireless Afghanistan,1871,120,AFN,USD,1.87,AFN 108.00
9168,661,Afghanistan,Afghan Wireless Afghanistan,1871,125,AFN,USD,1.95,AFN 112.50
9169,661,Afghanistan,Afghan Wireless Afghanistan,1871,130,AFN,USD,2.03,AFN 117.00
9170,661,Afghanistan,Afghan Wireless Afghanistan,1871,140,AFN,USD,2.18,AFN 126.00
9171,661,Afghanistan,Afghan Wireless Afghanistan,1871,150,AFN,USD,2.33,AFN 135.00
9172,661,Afghanistan,Afghan Wireless Afghanistan,1871,175,AFN,USD,2.72,AFN 157.50
9107,661,Afghanistan,Afghan Wireless Afghanistan,1871,200,AFN,USD,3.11,AFN 180.00
9173,661,Afghanistan,Afghan Wireless Afghanistan,1871,225,AFN,USD,3.49,AFN 202.50
9174,661,Afghanistan,Afghan Wireless Afghanistan,1871,250,AFN,USD,3.88,AFN 225.00
9175,661,Afghanistan,Afghan Wireless Afghanistan,1871,275,AFN,USD,4.26,AFN 247.50
9108,661,Afghanistan,Afghan Wireless Afghanistan,1871,300,AFN,USD,4.65,AFN 270.00
9176,661,Afghanistan,Afghan Wireless Afghanistan,1871,325,AFN,USD,5.03,AFN 292.50
9177,661,Afghanistan,Afghan Wireless Afghanistan,1871,350,AFN,USD,5.42,AFN 315.00
9178,661,Afghanistan,Afghan Wireless Afghanistan,1871,375,AFN,USD,5.8,AFN 337.50
9109,661,Afghanistan,Afghan Wireless Afghanistan,1871,400,AFN,USD,6.19,AFN 360.00
9179,661,Afghanistan,Afghan Wireless Afghanistan,1871,425,AFN,USD,6.57,AFN 382.50
9180,661,Afghanistan,Afghan Wireless Afghanistan,1871,450,AFN,USD,6.96,AFN 405.00
9181,661,Afghanistan,Afghan Wireless Afghanistan,1871,475,AFN,USD,7.34,AFN 427.50
9110,661,Afghanistan,Afghan Wireless Afghanistan,1871,500,AFN,USD,7.73,AFN 450.00
9182,661,Afghanistan,Afghan Wireless Afghanistan,1871,525,AFN,USD,8.11,AFN 472.50
9183,661,Afghanistan,Afghan Wireless Afghanistan,1871,550,AFN,USD,8.5,AFN 495.00
9184,661,Afghanistan,Afghan Wireless Afghanistan,1871,575,AFN,USD,8.89,AFN 517.50
9185,661,Afghanistan,Afghan Wireless Afghanistan,1871,600,AFN,USD,9.27,AFN 540.00
9187,661,Afghanistan,Afghan Wireless Afghanistan,1871,625,AFN,USD,9.66,AFN 562.50
9186,661,Afghanistan,Afghan Wireless Afghanistan,1871,650,AFN,USD,10.04,AFN 585.00
9188,661,Afghanistan,Afghan Wireless Afghanistan,1871,675,AFN,USD,10.43,AFN 607.50
9190,661,Afghanistan,Afghan Wireless Afghanistan,1871,700,AFN,USD,10.81,AFN 630.00
9191,661,Afghanistan,Afghan Wireless Afghanistan,1871,725,AFN,USD,11.2,AFN 652.50
9189,661,Afghanistan,Afghan Wireless Afghanistan,1871,750,AFN,USD,11.58,AFN 675.00
9192,661,Afghanistan,Afghan Wireless Afghanistan,1871,775,AFN,USD,11.97,AFN 697.50
9193,661,Afghanistan,Afghan Wireless Afghanistan,1871,800,AFN,USD,12.35,AFN 720.00
9195,661,Afghanistan,Afghan Wireless Afghanistan,1871,825,AFN,USD,12.74,AFN 742.50
9194,661,Afghanistan,Afghan Wireless Afghanistan,1871,850,AFN,USD,13.12,AFN 765.00
9196,661,Afghanistan,Afghan Wireless Afghanistan,1871,875,AFN,USD,13.51,AFN 787.50
9197,661,Afghanistan,Afghan Wireless Afghanistan,1871,900,AFN,USD,13.89,AFN 810.00
9199,661,Afghanistan,Afghan Wireless Afghanistan,1871,925,AFN,USD,14.28,AFN 832.50
9198,661,Afghanistan,Afghan Wireless Afghanistan,1871,950,AFN,USD,14.67,AFN 855.00
9200,661,Afghanistan,Afghan Wireless Afghanistan,1871,975,AFN,USD,15.05,AFN 877.50
9111,661,Afghanistan,Afghan Wireless Afghanistan,1871,1000,AFN,USD,15.44,AFN 900.00
9201,661,Afghanistan,Afghan Wireless Afghanistan,1871,1050,AFN,USD,16.21,AFN 945.00
9202,661,Afghanistan,Afghan Wireless Afghanistan,1871,1100,AFN,USD,16.98,AFN 990.00
9203,661,Afghanistan,Afghan Wireless Afghanistan,1871,1150,AFN,USD,17.75,AFN 1035.00
9204,661,Afghanistan,Afghan Wireless Afghanistan,1871,1200,AFN,USD,18.52,AFN 1080.00
9205,661,Afghanistan,Afghan Wireless Afghanistan,1871,1250,AFN,USD,19.29,AFN 1125.00
9206,661,Afghanistan,Afghan Wireless Afghanistan,1871,1300,AFN,USD,20.06,AFN 1170.00
9207,661,Afghanistan,Afghan Wireless Afghanistan,1871,1350,AFN,USD,20.83,AFN 1215.00
9208,661,Afghanistan,Afghan Wireless Afghanistan,1871,1400,AFN,USD,21.6,AFN 1260.00
9209,661,Afghanistan,Afghan Wireless Afghanistan,1871,1450,AFN,USD,22.37,AFN 1305.00
9210,661,Afghanistan,Afghan Wireless Afghanistan,1871,1500,AFN,USD,23.14,AFN 1350.00
9211,661,Afghanistan,Afghan Wireless Afghanistan,1871,1550,AFN,USD,23.91,AFN 1395.00
9212,661,Afghanistan,Afghan Wireless Afghanistan,1871,1600,AFN,USD,24.68,AFN 1440.00
9213,661,Afghanistan,Afghan Wireless Afghanistan,1871,1650,AFN,USD,25.45,AFN 1485.00
9214,661,Afghanistan,Afghan Wireless Afghanistan,1871,1750,AFN,USD,27,AFN 1575.00
9112,661,Afghanistan,Afghan Wireless Afghanistan,1871,2000,AFN,USD,30.85,AFN 1800.00
9215,661,Afghanistan,Afghan Wireless Afghanistan,1871,2250,AFN,USD,34.7,AFN 2025.00
9216,661,Afghanistan,Afghan Wireless Afghanistan,1871,2500,AFN,USD,38.56,AFN 2250.00
9217,661,Afghanistan,Afghan Wireless Afghanistan,1871,2750,AFN,USD,42.41,AFN 2475.00
9218,661,Afghanistan,Afghan Wireless Afghanistan,1871,2900,AFN,USD,44.72,AFN 2610.00
9113,661,Afghanistan,Afghan Wireless Afghanistan,1871,3000,AFN,USD,46.26,AFN 2700.00
9219,661,Afghanistan,Afghan Wireless Afghanistan,1871,3250,AFN,USD,50.12,AFN 2925.00
9220,661,Afghanistan,Afghan Wireless Afghanistan,1871,3500,AFN,USD,53.97,AFN 3150.00
9221,661,Afghanistan,Afghan Wireless Afghanistan,1871,3750,AFN,USD,57.82,AFN 3375.00
9114,661,Afghanistan,Afghan Wireless Afghanistan,1871,4000,AFN,USD,61.68,AFN 3600.00
9222,661,Afghanistan,Afghan Wireless Afghanistan,1871,4250,AFN,USD,65.53,AFN 3825.00
9223,661,Afghanistan,Afghan Wireless Afghanistan,1871,4500,AFN,USD,69.38,AFN 4050.00
9224,661,Afghanistan,Afghan Wireless Afghanistan,1871,4750,AFN,USD,73.24,AFN 4275.00
9115,661,Afghanistan,Afghan Wireless Afghanistan,1871,5000,AFN,USD,77.09,AFN 4500.00
5068,661,Afghanistan,Etisalat Afghanistan,1618,25,AFN,USD,0.41,AFN 22.50
5008,661,Afghanistan,Etisalat Afghanistan,1618,30,AFN,USD,0.49,AFN 27.00
5069,661,Afghanistan,Etisalat Afghanistan,1618,35,AFN,USD,0.56,AFN 31.50
5009,661,Afghanistan,Etisalat Afghanistan,1618,40,AFN,USD,0.64,AFN 36.00
5070,661,Afghanistan,Etisalat Afghanistan,1618,45,AFN,USD,0.72,AFN 40.50
5010,661,Afghanistan,Etisalat Afghanistan,1618,50,AFN,USD,0.79,AFN 45.00
5071,661,Afghanistan,Etisalat Afghanistan,1618,55,AFN,USD,0.87,AFN 49.50
5072,661,Afghanistan,Etisalat Afghanistan,1618,60,AFN,USD,0.95,AFN 54.00
5073,661,Afghanistan,Etisalat Afghanistan,1618,65,AFN,USD,1.02,AFN 58.50
5074,661,Afghanistan,Etisalat Afghanistan,1618,70,AFN,USD,1.1,AFN 63.00
5075,661,Afghanistan,Etisalat Afghanistan,1618,75,AFN,USD,1.18,AFN 67.50
5076,661,Afghanistan,Etisalat Afghanistan,1618,80,AFN,USD,1.26,AFN 72.00
5077,661,Afghanistan,Etisalat Afghanistan,1618,85,AFN,USD,1.33,AFN 76.50
5078,661,Afghanistan,Etisalat Afghanistan,1618,90,AFN,USD,1.41,AFN 81.00
5079,661,Afghanistan,Etisalat Afghanistan,1618,95,AFN,USD,1.49,AFN 85.50
5011,661,Afghanistan,Etisalat Afghanistan,1618,100,AFN,USD,1.56,AFN 90.00
5080,661,Afghanistan,Etisalat Afghanistan,1618,105,AFN,USD,1.64,AFN 94.50
5081,661,Afghanistan,Etisalat Afghanistan,1618,110,AFN,USD,1.72,AFN 99.00
5082,661,Afghanistan,Etisalat Afghanistan,1618,115,AFN,USD,1.8,AFN 103.50
5083,661,Afghanistan,Etisalat Afghanistan,1618,120,AFN,USD,1.87,AFN 108.00
5084,661,Afghanistan,Etisalat Afghanistan,1618,125,AFN,USD,1.95,AFN 112.50
5085,661,Afghanistan,Etisalat Afghanistan,1618,130,AFN,USD,2.03,AFN 117.00
5086,661,Afghanistan,Etisalat Afghanistan,1618,140,AFN,USD,2.18,AFN 126.00
5087,661,Afghanistan,Etisalat Afghanistan,1618,150,AFN,USD,2.33,AFN 135.00
5088,661,Afghanistan,Etisalat Afghanistan,1618,175,AFN,USD,2.72,AFN 157.50
5089,661,Afghanistan,Etisalat Afghanistan,1618,200,AFN,USD,3.11,AFN 180.00
5090,661,Afghanistan,Etisalat Afghanistan,1618,225,AFN,USD,3.49,AFN 202.50
5091,661,Afghanistan,Etisalat Afghanistan,1618,250,AFN,USD,3.88,AFN 225.00
5092,661,Afghanistan,Etisalat Afghanistan,1618,275,AFN,USD,4.26,AFN 247.50
5093,661,Afghanistan,Etisalat Afghanistan,1618,300,AFN,USD,4.65,AFN 270.00
5094,661,Afghanistan,Etisalat Afghanistan,1618,325,AFN,USD,5.03,AFN 292.50
5095,661,Afghanistan,Etisalat Afghanistan,1618,350,AFN,USD,5.42,AFN 315.00
5096,661,Afghanistan,Etisalat Afghanistan,1618,375,AFN,USD,5.8,AFN 337.50
5097,661,Afghanistan,Etisalat Afghanistan,1618,400,AFN,USD,6.19,AFN 360.00
5098,661,Afghanistan,Etisalat Afghanistan,1618,425,AFN,USD,6.57,AFN 382.50
5099,661,Afghanistan,Etisalat Afghanistan,1618,450,AFN,USD,6.96,AFN 405.00
5100,661,Afghanistan,Etisalat Afghanistan,1618,475,AFN,USD,7.34,AFN 427.50
5101,661,Afghanistan,Etisalat Afghanistan,1618,500,AFN,USD,7.73,AFN 450.00
5102,661,Afghanistan,Etisalat Afghanistan,1618,525,AFN,USD,8.11,AFN 472.50
5103,661,Afghanistan,Etisalat Afghanistan,1618,550,AFN,USD,8.5,AFN 495.00
5104,661,Afghanistan,Etisalat Afghanistan,1618,575,AFN,USD,8.89,AFN 517.50
5105,661,Afghanistan,Etisalat Afghanistan,1618,600,AFN,USD,9.27,AFN 540.00
5106,661,Afghanistan,Etisalat Afghanistan,1618,625,AFN,USD,9.66,AFN 562.50
5107,661,Afghanistan,Etisalat Afghanistan,1618,650,AFN,USD,10.04,AFN 585.00
5108,661,Afghanistan,Etisalat Afghanistan,1618,675,AFN,USD,10.43,AFN 607.50
5109,661,Afghanistan,Etisalat Afghanistan,1618,700,AFN,USD,10.81,AFN 630.00
5110,661,Afghanistan,Etisalat Afghanistan,1618,725,AFN,USD,11.2,AFN 652.50
5111,661,Afghanistan,Etisalat Afghanistan,1618,750,AFN,USD,11.58,AFN 675.00
5112,661,Afghanistan,Etisalat Afghanistan,1618,775,AFN,USD,11.97,AFN 697.50
5113,661,Afghanistan,Etisalat Afghanistan,1618,800,AFN,USD,12.35,AFN 720.00
5114,661,Afghanistan,Etisalat Afghanistan,1618,825,AFN,USD,12.74,AFN 742.50
5115,661,Afghanistan,Etisalat Afghanistan,1618,850,AFN,USD,13.12,AFN 765.00
5116,661,Afghanistan,Etisalat Afghanistan,1618,875,AFN,USD,13.51,AFN 787.50
5117,661,Afghanistan,Etisalat Afghanistan,1618,900,AFN,USD,13.89,AFN 810.00
5118,661,Afghanistan,Etisalat Afghanistan,1618,925,AFN,USD,14.28,AFN 832.50
5119,661,Afghanistan,Etisalat Afghanistan,1618,950,AFN,USD,14.67,AFN 855.00
5120,661,Afghanistan,Etisalat Afghanistan,1618,975,AFN,USD,15.05,AFN 877.50
5121,661,Afghanistan,Etisalat Afghanistan,1618,1000,AFN,USD,15.44,AFN 900.00
5122,661,Afghanistan,Etisalat Afghanistan,1618,1050,AFN,USD,16.21,AFN 945.00
5123,661,Afghanistan,Etisalat Afghanistan,1618,1100,AFN,USD,16.98,AFN 990.00
5124,661,Afghanistan,Etisalat Afghanistan,1618,1150,AFN,USD,17.75,AFN 1035.00
5125,661,Afghanistan,Etisalat Afghanistan,1618,1200,AFN,USD,18.52,AFN 1080.00
5126,661,Afghanistan,Etisalat Afghanistan,1618,1250,AFN,USD,19.29,AFN 1125.00
5127,661,Afghanistan,Etisalat Afghanistan,1618,1300,AFN,USD,20.06,AFN 1170.00
5128,661,Afghanistan,Etisalat Afghanistan,1618,1350,AFN,USD,20.83,AFN 1215.00
5129,661,Afghanistan,Etisalat Afghanistan,1618,1400,AFN,USD,21.6,AFN 1260.00
5130,661,Afghanistan,Etisalat Afghanistan,1618,1450,AFN,USD,22.37,AFN 1305.00
5131,661,Afghanistan,Etisalat Afghanistan,1618,1500,AFN,USD,23.14,AFN 1350.00
5132,661,Afghanistan,Etisalat Afghanistan,1618,1550,AFN,USD,23.91,AFN 1395.00
5133,661,Afghanistan,Etisalat Afghanistan,1618,1600,AFN,USD,24.68,AFN 1440.00
5134,661,Afghanistan,Etisalat Afghanistan,1618,1650,AFN,USD,25.45,AFN 1485.00
6176,661,Afghanistan,Etisalat Afghanistan,1618,1750,AFN,USD,27,AFN 1575.00
5947,661,Afghanistan,Etisalat Afghanistan,1618,2000,AFN,USD,30.85,AFN 1800.00
6181,661,Afghanistan,Etisalat Afghanistan,1618,2250,AFN,USD,34.7,AFN 2025.00
5949,661,Afghanistan,Etisalat Afghanistan,1618,2500,AFN,USD,38.56,AFN 2250.00
6182,661,Afghanistan,Etisalat Afghanistan,1618,2750,AFN,USD,42.41,AFN 2475.00
5951,661,Afghanistan,Etisalat Afghanistan,1618,2900,AFN,USD,44.72,AFN 2610.00
6211,661,Afghanistan,Etisalat Afghanistan,1618,3000,AFN,USD,46.26,AFN 2700.00
6187,661,Afghanistan,Etisalat Afghanistan,1618,3250,AFN,USD,50.12,AFN 2925.00
6212,661,Afghanistan,Etisalat Afghanistan,1618,3500,AFN,USD,53.97,AFN 3150.00
6188,661,Afghanistan,Etisalat Afghanistan,1618,3750,AFN,USD,57.82,AFN 3375.00
6192,661,Afghanistan,Etisalat Afghanistan,1618,4000,AFN,USD,61.68,AFN 3600.00
6193,661,Afghanistan,Etisalat Afghanistan,1618,4250,AFN,USD,65.53,AFN 3825.00
6198,661,Afghanistan,Etisalat Afghanistan,1618,4500,AFN,USD,69.38,AFN 4050.00
6199,661,Afghanistan,Etisalat Afghanistan,1618,4750,AFN,USD,73.24,AFN 4275.00
6204,661,Afghanistan,Etisalat Afghanistan,1618,5000,AFN,USD,77.09,AFN 4500.00
5726,661,Afghanistan,MTN Afghanistan,1646,25,AFN,USD,0.43,AFN 22.50
5727,661,Afghanistan,MTN Afghanistan,1646,30,AFN,USD,0.52,AFN 27.00
5728,661,Afghanistan,MTN Afghanistan,1646,35,AFN,USD,0.6,AFN 31.50
5729,661,Afghanistan,MTN Afghanistan,1646,40,AFN,USD,0.68,AFN 36.00
5730,661,Afghanistan,MTN Afghanistan,1646,45,AFN,USD,0.76,AFN 40.50
5710,661,Afghanistan,MTN Afghanistan,1646,50,AFN,USD,0.84,AFN 45.00
5731,661,Afghanistan,MTN Afghanistan,1646,55,AFN,USD,0.93,AFN 49.50
5732,661,Afghanistan,MTN Afghanistan,1646,60,AFN,USD,1.01,AFN 54.00
5733,661,Afghanistan,MTN Afghanistan,1646,65,AFN,USD,1.09,AFN 58.50
5734,661,Afghanistan,MTN Afghanistan,1646,70,AFN,USD,1.17,AFN 63.00
5735,661,Afghanistan,MTN Afghanistan,1646,75,AFN,USD,1.25,AFN 67.50
5736,661,Afghanistan,MTN Afghanistan,1646,80,AFN,USD,1.34,AFN 72.00
5737,661,Afghanistan,MTN Afghanistan,1646,85,AFN,USD,1.42,AFN 76.50
5738,661,Afghanistan,MTN Afghanistan,1646,90,AFN,USD,1.5,AFN 81.00
5739,661,Afghanistan,MTN Afghanistan,1646,95,AFN,USD,1.58,AFN 85.50
5740,661,Afghanistan,MTN Afghanistan,1646,100,AFN,USD,1.66,AFN 90.00
5741,661,Afghanistan,MTN Afghanistan,1646,105,AFN,USD,1.75,AFN 94.50
5742,661,Afghanistan,MTN Afghanistan,1646,110,AFN,USD,1.83,AFN 99.00
5743,661,Afghanistan,MTN Afghanistan,1646,115,AFN,USD,1.91,AFN 103.50
5744,661,Afghanistan,MTN Afghanistan,1646,120,AFN,USD,1.99,AFN 108.00
5745,661,Afghanistan,MTN Afghanistan,1646,125,AFN,USD,2.07,AFN 112.50
5746,661,Afghanistan,MTN Afghanistan,1646,130,AFN,USD,2.16,AFN 117.00
5747,661,Afghanistan,MTN Afghanistan,1646,140,AFN,USD,2.32,AFN 126.00
5748,661,Afghanistan,MTN Afghanistan,1646,150,AFN,USD,2.48,AFN 135.00
5749,661,Afghanistan,MTN Afghanistan,1646,175,AFN,USD,2.89,AFN 157.50
5750,661,Afghanistan,MTN Afghanistan,1646,200,AFN,USD,3.3,AFN 180.00
5751,661,Afghanistan,MTN Afghanistan,1646,225,AFN,USD,3.71,AFN 202.50
5752,661,Afghanistan,MTN Afghanistan,1646,250,AFN,USD,4.12,AFN 225.00
5753,661,Afghanistan,MTN Afghanistan,1646,275,AFN,USD,4.53,AFN 247.50
5754,661,Afghanistan,MTN Afghanistan,1646,300,AFN,USD,4.94,AFN 270.00
5755,661,Afghanistan,MTN Afghanistan,1646,325,AFN,USD,5.35,AFN 292.50
5756,661,Afghanistan,MTN Afghanistan,1646,350,AFN,USD,5.76,AFN 315.00
5757,661,Afghanistan,MTN Afghanistan,1646,375,AFN,USD,6.17,AFN 337.50
5758,661,Afghanistan,MTN Afghanistan,1646,400,AFN,USD,6.58,AFN 360.00
5759,661,Afghanistan,MTN Afghanistan,1646,425,AFN,USD,6.99,AFN 382.50
5760,661,Afghanistan,MTN Afghanistan,1646,450,AFN,USD,7.4,AFN 405.00
5761,661,Afghanistan,MTN Afghanistan,1646,475,AFN,USD,7.81,AFN 427.50
5762,661,Afghanistan,MTN Afghanistan,1646,500,AFN,USD,8.22,AFN 450.00
5763,661,Afghanistan,MTN Afghanistan,1646,525,AFN,USD,8.64,AFN 472.50
5764,661,Afghanistan,MTN Afghanistan,1646,550,AFN,USD,9.05,AFN 495.00
5765,661,Afghanistan,MTN Afghanistan,1646,575,AFN,USD,9.46,AFN 517.50
5766,661,Afghanistan,MTN Afghanistan,1646,600,AFN,USD,9.87,AFN 540.00
5767,661,Afghanistan,MTN Afghanistan,1646,625,AFN,USD,10.28,AFN 562.50
5768,661,Afghanistan,MTN Afghanistan,1646,650,AFN,USD,10.69,AFN 585.00
5769,661,Afghanistan,MTN Afghanistan,1646,675,AFN,USD,11.1,AFN 607.50
5770,661,Afghanistan,MTN Afghanistan,1646,700,AFN,USD,11.51,AFN 630.00
5771,661,Afghanistan,MTN Afghanistan,1646,725,AFN,USD,11.92,AFN 652.50
5772,661,Afghanistan,MTN Afghanistan,1646,750,AFN,USD,12.33,AFN 675.00
5773,661,Afghanistan,MTN Afghanistan,1646,775,AFN,USD,12.74,AFN 697.50
5774,661,Afghanistan,MTN Afghanistan,1646,800,AFN,USD,13.15,AFN 720.00
5775,661,Afghanistan,MTN Afghanistan,1646,825,AFN,USD,13.56,AFN 742.50
5776,661,Afghanistan,MTN Afghanistan,1646,850,AFN,USD,13.97,AFN 765.00
5777,661,Afghanistan,MTN Afghanistan,1646,875,AFN,USD,14.38,AFN 787.50
5778,661,Afghanistan,MTN Afghanistan,1646,900,AFN,USD,14.79,AFN 810.00
5779,661,Afghanistan,MTN Afghanistan,1646,925,AFN,USD,15.2,AFN 832.50
5780,661,Afghanistan,MTN Afghanistan,1646,950,AFN,USD,15.61,AFN 855.00
5781,661,Afghanistan,MTN Afghanistan,1646,975,AFN,USD,16.02,AFN 877.50
5782,661,Afghanistan,MTN Afghanistan,1646,1000,AFN,USD,16.43,AFN 900.00
5783,661,Afghanistan,MTN Afghanistan,1646,1050,AFN,USD,17.25,AFN 945.00
5784,661,Afghanistan,MTN Afghanistan,1646,1100,AFN,USD,18.07,AFN 990.00
5785,661,Afghanistan,MTN Afghanistan,1646,1150,AFN,USD,18.89,AFN 1035.00
5786,661,Afghanistan,MTN Afghanistan,1646,1200,AFN,USD,19.71,AFN 1080.00
5787,661,Afghanistan,MTN Afghanistan,1646,1250,AFN,USD,20.53,AFN 1125.00
5788,661,Afghanistan,MTN Afghanistan,1646,1300,AFN,USD,21.35,AFN 1170.00
5789,661,Afghanistan,MTN Afghanistan,1646,1350,AFN,USD,22.17,AFN 1215.00
5790,661,Afghanistan,MTN Afghanistan,1646,1400,AFN,USD,22.99,AFN 1260.00
5791,661,Afghanistan,MTN Afghanistan,1646,1450,AFN,USD,23.81,AFN 1305.00
5792,661,Afghanistan,MTN Afghanistan,1646,1500,AFN,USD,24.63,AFN 1350.00
5793,661,Afghanistan,MTN Afghanistan,1646,1550,AFN,USD,25.45,AFN 1395.00
5794,661,Afghanistan,MTN Afghanistan,1646,1600,AFN,USD,26.27,AFN 1440.00
5795,661,Afghanistan,MTN Afghanistan,1646,1650,AFN,USD,27.09,AFN 1485.00
6177,661,Afghanistan,MTN Afghanistan,1646,1750,AFN,USD,28.73,AFN 1575.00
5955,661,Afghanistan,MTN Afghanistan,1646,2000,AFN,USD,32.83,AFN 1800.00
6180,661,Afghanistan,MTN Afghanistan,1646,2250,AFN,USD,36.93,AFN 2025.00
5954,661,Afghanistan,MTN Afghanistan,1646,2500,AFN,USD,41.03,AFN 2250.00
6183,661,Afghanistan,MTN Afghanistan,1646,2750,AFN,USD,45.13,AFN 2475.00
5953,661,Afghanistan,MTN Afghanistan,1646,2900,AFN,USD,47.59,AFN 2610.00
6096,661,Afghanistan,MTN Afghanistan,1646,3000,AFN,USD,49.23,AFN 2700.00
6186,661,Afghanistan,MTN Afghanistan,1646,3250,AFN,USD,53.34,AFN 2925.00
6097,661,Afghanistan,MTN Afghanistan,1646,3500,AFN,USD,57.44,AFN 3150.00
6189,661,Afghanistan,MTN Afghanistan,1646,3750,AFN,USD,61.54,AFN 3375.00
6098,661,Afghanistan,MTN Afghanistan,1646,4000,AFN,USD,65.64,AFN 3600.00
6194,661,Afghanistan,MTN Afghanistan,1646,4250,AFN,USD,69.74,AFN 3825.00
6197,661,Afghanistan,MTN Afghanistan,1646,4500,AFN,USD,73.84,AFN 4050.00
6200,661,Afghanistan,MTN Afghanistan,1646,4750,AFN,USD,77.94,AFN 4275.00
6203,661,Afghanistan,MTN Afghanistan,1646,5000,AFN,USD,82.04,AFN 4500.00
9761,661,Afghanistan,Roshan Afghanistan,522,5,AFN,USD,0.1,AFN 4.50
9762,661,Afghanistan,Roshan Afghanistan,522,12,AFN,USD,0.21,AFN 10.80
4656,661,Afghanistan,Roshan Afghanistan,522,25,AFN,USD,0.41,AFN 22.50
4667,661,Afghanistan,Roshan Afghanistan,522,30,AFN,USD,0.49,AFN 27.00
4668,661,Afghanistan,Roshan Afghanistan,522,35,AFN,USD,0.57,AFN 31.50
4669,661,Afghanistan,Roshan Afghanistan,522,40,AFN,USD,0.65,AFN 36.00
4670,661,Afghanistan,Roshan Afghanistan,522,45,AFN,USD,0.73,AFN 40.50
4671,661,Afghanistan,Roshan Afghanistan,522,50,AFN,USD,0.81,AFN 45.00
4672,661,Afghanistan,Roshan Afghanistan,522,55,AFN,USD,0.88,AFN 49.50
4673,661,Afghanistan,Roshan Afghanistan,522,60,AFN,USD,0.96,AFN 54.00
4674,661,Afghanistan,Roshan Afghanistan,522,65,AFN,USD,1.04,AFN 58.50
4675,661,Afghanistan,Roshan Afghanistan,522,70,AFN,USD,1.12,AFN 63.00
4676,661,Afghanistan,Roshan Afghanistan,522,75,AFN,USD,1.2,AFN 67.50
4677,661,Afghanistan,Roshan Afghanistan,522,80,AFN,USD,1.28,AFN 72.00
4678,661,Afghanistan,Roshan Afghanistan,522,85,AFN,USD,1.35,AFN 76.50
4679,661,Afghanistan,Roshan Afghanistan,522,90,AFN,USD,1.43,AFN 81.00
4680,661,Afghanistan,Roshan Afghanistan,522,95,AFN,USD,1.51,AFN 85.50
4681,661,Afghanistan,Roshan Afghanistan,522,100,AFN,USD,1.59,AFN 90.00
4682,661,Afghanistan,Roshan Afghanistan,522,105,AFN,USD,1.67,AFN 94.50
4683,661,Afghanistan,Roshan Afghanistan,522,110,AFN,USD,1.75,AFN 99.00
4684,661,Afghanistan,Roshan Afghanistan,522,115,AFN,USD,1.82,AFN 103.50
4685,661,Afghanistan,Roshan Afghanistan,522,120,AFN,USD,1.9,AFN 108.00
4686,661,Afghanistan,Roshan Afghanistan,522,125,AFN,USD,1.98,AFN 112.50
4687,661,Afghanistan,Roshan Afghanistan,522,130,AFN,USD,2.06,AFN 117.00
4688,661,Afghanistan,Roshan Afghanistan,522,140,AFN,USD,2.22,AFN 126.00
4689,661,Afghanistan,Roshan Afghanistan,522,150,AFN,USD,2.37,AFN 135.00
4690,661,Afghanistan,Roshan Afghanistan,522,175,AFN,USD,2.76,AFN 157.50
4691,661,Afghanistan,Roshan Afghanistan,522,200,AFN,USD,3.15,AFN 180.00
